img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/full_5633331AmericaFrontccc.jpg,God of War,PS2,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,9.3,,4.62,,,,,,2005-03-22,
/games/boxart/full_dead-island_410AmericaFront.jpg,Dead Island,PC,Action,Deep Silver,Techland,,7.1,,4.52,,,,,,2011-09-06,
/games/boxart/full_9938269AmericaFrontccc.jpg,DmC: Devil May Cry,All,Action,Capcom,Ninja Theory,,,,4.5,,,,,,2013-01-15,2020-10-10
/games/boxart/full_9484527AmericaFrontccc.jpg,Spider-Man: The Movie,PS2,Action,Activision,Treyarch,,8.2,,,4.48,2.71,0.03,1.51,0.23,2002-04-15,
/games/boxart/full_1341854AmericaFrontccc.jpg,Dragon Ball: Xenoverse 2,PS4,Action,Namco Bandai Games,Dimps Corporation,,7.1,,4.47,,,,,,2016-10-25,2018-03-03
/games/boxart/full_1311455AmericaFrontccc.jpg,Monster Hunter Generations,3DS,Action,Capcom,Capcom,,8.8,,4.3,,,,,,2016-07-15,2018-01-30
/games/boxart/full_8831048AmericaFrontccc.jpg,Batman: Arkham Asylum,PS3,Action,Eidos Interactive,Rocksteady Studios,9.1,9.0,,,4.28,2.26,0.07,1.33,0.63,2009-08-25,
/games/boxart/full_9897259AmericaFrontccc.jpg,God of War II,PS2,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,9.3,9.8,4.24,,,,,,2007-03-13,
/games/boxart/full_assassins-creed-revelations_212AmericaFront.jpg,Assassin's Creed: Revelations,PS3,Action,Ubisoft,Ubisoft Montreal,7.1,8.8,,,4.23,1.41,0.1,2.03,0.69,2011-11-15,
/games/boxart/full_assassins-creed-revelations_328AmericaFront.jpg,Assassin's Creed: Revelations,X360,Action,Ubisoft,Ubisoft Montreal,,7.9,,,4.22,2.28,0.04,1.47,0.44,2011-11-15,
/games/boxart/full_8931458AmericaFrontccc.jpg,7 Days to Die,PC,Action,The Fun Pimps,The Fun Pimps,,,,4.18,,,,,,2013-12-13,2018-05-31
/games/boxart/full_2386162AmericaFrontccc.jpg,Just Cause 2,PC,Action,Eidos Interactive,Avalanche Studios,7.8,8.2,,4.16,,,,,,2010-03-23,
/games/boxart/full_8811836AmericaFrontccc.jpg,Frogger,PS,Action,Hasbro Interactive,Millenium Interactive,,,,,4.16,3.79,,0.27,0.11,1997-09-30,
/games/boxart/full_9858108AmericaFrontccc.jpg,Assassin's Creed: Unity,PS4,Action,Ubisoft,Ubisoft Montreal,,,,,4.14,1.25,0.09,2.16,0.65,2014-11-11,2018-05-04
/games/boxart/full_2497280AmericaFrontccc.jpg,Batman: Arkham Knight,PS4,Action,Warner Bros. Interactive,Rocksteady Studios,,8.1,,,4.11,1.65,0.11,1.68,0.66,2015-06-23,2018-01-04
/games/boxart/full_2603765AmericaFrontccc.png,Sengoku BASARA,Series,Action,Capcom,Capcom,,,,4.1,,,,,,2005-10-12,2020-02-04
/games/boxart/full_9947060AmericaFrontccc.jpg,Assassin's Creed Origins,PS4,Action,Ubisoft,Ubisoft Montreal,,,,,4.06,1.22,0.11,2.11,0.63,2017-10-27,2018-01-10
/games/boxart/7351891ccc.jpg,Frogger,2600,Action,Parker Bros.,Konami,,,,4.0,,,,,,1982-01-01,
/games/boxart/full_9031364AmericaFrontccc.jpg,Hyrule Warriors: Age of Calamity,NS,Action,Nintendo,Koei Tecmo Games,5.0,9.0,,4.0,,,,,,2020-11-20,2020-09-12
/games/boxart/full_9898553AmericaFrontccc.png,Monster Hunter: World,PS4,Action,Capcom,Capcom,,9.3,9.0,4.0,,,,,,2018-01-26,2018-01-30
/games/boxart/full_4708606AmericaFrontccc.png,Super Mario Run,iOS,Action,Nintendo,Nintendo,,,,4.0,,,,,,2016-12-15,
/games/boxart/full_5389420AmericaFrontccc.jpg,The Lord of the Rings: The Two Towers,All,Action,Electronic Arts,Stormfront Studios,,,,4.0,,,,,,2002-10-21,2020-12-03
/games/boxart/full_2414906AmericaFrontccc.jpg,Far Cry 5,PS4,Action,Ubisoft,Ubisoft,,7.9,,,3.95,1.44,0.15,1.73,0.62,2018-03-27,2018-02-28
/games/boxart/full_6517784AmericaFrontccc.png,Resident Evil VII: Biohazard,PS4,Action,Capcom,Capcom,,8.6,,3.83,,,,,,2017-01-24,2018-11-06
/games/boxart/full_8195643AmericaFrontccc.jpg,Diablo III: Reaper of Souls,PC,Action,Blizzard Entertainment,Blizzard Entertainment,,,,3.7,,,,,,2014-03-25,2019-01-10
/games/boxart/full_7813881AmericaFrontccc.png,Bayonetta,All,Action,Sega,PlatinumGames,,,,3.66,,,,,,2010-01-05,2020-11-24
/games/boxart/full_626152AmericaFrontccc.jpg,Dead Rising 3,XOne,Action,Microsoft Studios,Capcom,7.9,,,3.6,,,,,,2013-11-22,2018-03-24
/games/boxart/full_7518379AmericaFrontccc.jpg,Assassin's Creed Syndicate,PS4,Action,Ubisoft,Ubisoft Quebec,,8.6,,,3.6,0.9,0.08,2.06,0.55,2015-10-23,2018-05-04
/games/boxart/full_8320518AmericaFrontccc.jpg,Assassin's Creed: Unity,XOne,Action,Ubisoft,Ubisoft Montreal,,,,,3.58,2.34,0.0,0.9,0.34,2014-11-11,2018-05-04
/games/boxart/full_1027141AmericaFrontccc.jpg,Grand Theft Auto: Liberty City Stories,PS2,Action,Rockstar Games,Rockstar Leeds,,8.3,,,3.54,1.56,0.07,1.4,0.5,2006-06-06,
/games/boxart/9254920ccc.jpg,The Getaway,PS2,Action,Sony Computer Entertainment,Team Soho,,7.7,,,3.54,1.23,0.05,1.77,0.49,2003-01-19,
/games/boxart/full_1668550AmericaFrontccc.jpg,Batman: Arkham Asylum,X360,Action,Eidos Interactive,Rocksteady Studios,9.0,9.1,,,3.54,2.24,0.02,0.95,0.33,2009-08-25,
/games/boxart/full_assassins-creed-brotherhood_1AmericaFront.jpg,Assassin's Creed: Brotherhood,X360,Action,Ubisoft,Ubisoft Montreal,,9.1,,,3.53,2.87,0.03,0.39,0.25,2010-11-16,
/games/boxart/full_6469736AmericaFrontccc.jpg,LEGO Star Wars: The Video Game,PS2,Action,Eidos Interactive,Traveller's Tales,,7.9,,,3.53,1.98,0.01,1.14,0.41,2005-04-02,
/games/boxart/full_2466064AmericaFrontccc.jpg,Resident Evil 5,X360,Action,Capcom,Capcom,8.4,8.6,,,3.53,2.13,0.12,0.93,0.34,2009-03-13,
/games/boxart/810014ccc.jpg,Rugrats in Paris: The Movie,PS,Action,THQ,Avalanche Software,,,,,3.52,1.96,,1.33,0.23,2000-10-29,
/games/boxart/full_kung-fu_775AmericaFront.jpg,Kung Fu,NES,Action,Nintendo,Irem Software Engineering,,,,3.5,,,,,,1985-10-01,
/games/boxart/full_3497878AmericaFrontccc.jpg,Nioh,All,Action,Koei Tecmo,Team Ninja,,,,3.5,,,,,,2017-02-09,2020-10-17
/games/boxart/9182743ccc.jpg,Resident Evil 3: Nemesis,PS,Action,Capcom,Capcom,,9.4,,3.5,,,,,,1999-11-11,
/games/boxart/full_5613940PALFrontccc.jpg,Dying Light,PC,Action,Warner Bros. Interactive Entertainment,Techland,,,,3.47,,,,,,2016-02-06,2018-05-04
/games/boxart/9935711ccc.jpg,Grand Theft Auto 2,PS,Action,Rockstar Games,DMA Design,,6.9,,,3.42,1.13,,2.07,0.22,1999-10-25,
/games/boxart/4171363ccc.jpg,Spider-Man 2,PS2,Action,Activision,Treyarch,,7.9,,,3.41,1.75,0.02,1.2,0.43,2004-06-28,
/games/boxart/full_8315580AmericaFrontccc.png,Watch Dogs 2,PS4,Action,Ubisoft,Ubisoft,,,,,3.36,0.98,0.12,1.74,0.52,2016-11-15,
/games/boxart/6379438ccc.jpg,Luigi's Mansion,GC,Action,Nintendo,Nintendo EAD,,7.9,,3.33,,,,,,2001-11-17,
/games/boxart/full_5479051AmericaFrontccc.jpg,Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,The Collective,,,,,3.32,1.47,0.03,1.39,0.43,2005-05-04,
/games/boxart/full_6820063AmericaFrontccc.jpg,Dead Rising,All,Action,Capcom,Capcom,,,,3.3,,,,,,2006-08-08,2020-10-10
/games/boxart/3546885ccc.jpg,The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",,8.4,,,3.28,1.5,0.05,1.28,0.46,2003-11-05,
/games/boxart/2607496ccc.jpg,True Crime: Streets of LA,PS2,Action,Activision,Luxoflux,,,,,3.27,1.89,0.02,1.05,0.31,2003-11-03,
/games/boxart/full_3484636AmericaFrontccc.jpg,God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,Ready at Dawn,7.9,8.9,9.5,3.26,,,,,,2008-03-04,
/games/boxart/full_1226105AmericaFrontccc.jpg,Dragon Ball Z: Kakarot,PS4,Action,Bandai Namco Games,CyberConnect2,7.0,,,3.22,,,,,,2020-01-17,2019-07-23
/games/boxart/full_3053742AmericaFrontccc.png,Final Fight,Series,Action,Capcom,Capcom,,,,3.2,,,,,,1989-12-01,2020-02-03
/games/boxart/full_3283622AmericaFrontccc.jpg,Naruto to Boruto: Shinobi Striker,All,Action,Bandai Namco Entertainment,Soleil Software Studio Inc.,,,,3.18,,,,,,2018-08-31,2023-08-05
/games/boxart/full_3940160AmericaFrontccc.jpg,Enter the Matrix,PS2,Action,Atari,Shiny Entertainment,,,,,3.18,1.78,0.09,1.12,0.19,2003-05-14,
/games/boxart/5099878ccc.jpg,Spider-Man,PS,Action,Activision,Neversoft Entertainment,,,,,3.13,1.7,0.02,1.25,0.16,2000-08-30,
/games/boxart/full_8142222AmericaFrontccc.jpg,Resident Evil 6,PS3,Action,Capcom,Capcom,7.7,,,,3.12,0.88,0.88,0.97,0.39,2012-10-02,
/games/boxart/full_5147450AmericaFrontccc.jpg,Devil May Cry HD Collection,All,Action,Capcom,Capcom,,,,3.1,,,,,,2012-03-22,2020-10-11
/games/boxart/full_2141889AmericaFrontccc.jpg,Saints Row 2,X360,Action,THQ,Volition Inc.,,7.9,,,3.07,1.98,0.02,0.79,0.28,2008-10-14,2018-04-02
/games/boxart/full_7899849AmericaFrontccc.png,New Super Luigi U,WiiU,Action,Nintendo,Nintendo,8.2,7.8,,3.07,,,,,,2013-08-25,2018-01-24
/games/boxart/full_3992261AmericaFrontccc.png,Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,Kojima Productions,,,,,3.04,0.97,0.5,1.15,0.42,2015-09-01,2018-05-04
/games/boxart/6684060ccc.jpg,Tom Clancy's Splinter Cell,XB,Action,Ubisoft,Ubisoft,,9.3,9.1,,3.02,1.85,,1.04,0.13,2002-11-17,
/games/boxart/full_2699257AmericaFrontccc.jpg,Armored Core VI Fires of Rubicon,All,Action,Bandai Namco Entertainment,From Software,,,,3.0,,,,,,2023-08-24,2024-07-25
/games/boxart/full_5677432AmericaFrontccc.jpg,Chivalry,Series,Action,Torn Banner Studios,Torn Banner Studios,,,,3.0,,,,,,2007-09-10,2021-08-17
/games/boxart/full_7566381AmericaFrontccc.jpeg,Dishonored,PC,Action,Bethesda Softworks,Arkane Studios,9.1,,,3.0,,,,,,2013-04-16,2018-01-01
/games/boxart/full_553721AmericaFrontccc.jpg,God of War: Ascension,PS3,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,8.1,,,3.0,,,,,,2013-03-12,2018-04-04
/games/boxart/full_1400875AmericaFrontccc.jpg,Warhammer: Vermintide,Series,Action,Fatshark,Fatshark,,,,3.0,,,,,,2015-10-23,2020-03-04
/games/boxart/full_1462943AmericaFrontccc.jpg,Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,IO Interactive,,,,,2.96,1.36,0.04,1.15,0.41,2002-10-01,
/games/boxart/full_8153244AmericaFrontccc.jpg,Warriors Orochi,Series,Action,KOEI,Omega Force,,,,2.93,,,,,,2007-09-18,2020-10-17
/games/boxart/full_7649053AmericaFrontccc.png,Nioh,PS4,Action,Sony Interactive Entertainment,Team Ninja,,,,2.9,,,,,,2017-02-07,2020-08-05
/games/boxart/full_597674AmericaFrontccc.jpg,Resident Evil 4,PC,Action,Ubisoft,SourceNext,,8.0,,2.9,,,,,,2007-05-15,
/games/boxart/full_720495AmericaFrontccc.jpg,Middle-Earth: Shadow of Mordor,PS4,Action,Warner Bros. Interactive Entertainment,Monolith Productions,9.0,,,2.88,,,,,,2014-09-30,2018-05-04
/games/boxart/full_assassins-creed-brotherhood_2AmericaFront.jpg,Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,Ubisoft Montreal,8.8,9.1,,,2.85,1.87,0.11,0.57,0.3,2010-11-16,
/games/boxart/full_480754PALFrontccc.jpg,Hitman: Absolution,PC,Action,Square Enix,IO Interactive,,9.0,,2.81,,,,,,2012-11-20,
/games/boxart/full_759100AmericaFrontccc.jpg,Skylanders: Spyro's Adventure,Wii,Action,Activision,Toys for Bob,,8.0,,,2.79,1.35,,1.15,0.3,2011-10-16,
/games/boxart/full_4649505AmericaFrontccc.jpg,Star Wars: The Force Unleashed,X360,Action,LucasArts,LucasArts,,7.1,,,2.77,1.74,,0.78,0.26,2008-09-16,
/games/boxart/full_saints-row-the-third_291AmericaFront.jpg,Saints Row: The Third,X360,Action,THQ,Volition Inc.,,8.3,,,2.77,1.26,0.07,1.14,0.3,2011-11-15,
/games/boxart/full_8274221AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,PC,Action,Nicalis,Nicalis,,,,2.76,,,,,,2014-11-04,2018-08-06
/games/boxart/full_500413AmericaFrontccc.jpg,Resident Evil,PS,Action,Capcom,Capcom,,8.6,,2.75,,,,,,1996-03-30,
/games/boxart/full_4362003AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,Traveller's Tales,,8.4,,,2.69,1.85,0.01,0.64,0.19,2006-09-12,
/games/boxart/full_4595764AmericaFrontccc.jpg,Hannah Montana,DS,Action,Buena Vista,DC Studios,,6.5,,,2.65,1.59,,0.8,0.26,2006-10-10,
/games/boxart/1238155ccc.jpg,Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,Ubisoft,,,,,2.65,1.15,,1.11,0.4,2003-04-08,
/games/boxart/full_9057074AmericaFrontccc.jpg,Star Wars: Shadows of the Empire,N64,Action,Nintendo,LucasArts,,,,2.65,,,,,,1996-12-03,
/games/boxart/6732328ccc.jpg,Streets of Rage,GEN,Action,Sega,Sega,,,,,2.6,1.86,0.11,0.55,0.08,1990-12-31,
/games/boxart/full_4841835AmericaFrontccc.jpg,LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,Traveller's Tales,,,,,2.59,1.53,,0.83,0.24,2007-11-06,
/games/boxart/full_3903285AmericaFrontccc.png,Hotline Miami,PC,Action,Devolver Digital,Dennaton Games,,8.8,,2.58,,,,,,2012-10-23,2019-02-01
/games/boxart/full_7814840AmericaFrontccc.jpg,Tomb Raider (2013),PS3,Action,Square Enix,Crystal Dynamics,8.7,8.9,,,2.51,0.6,0.08,1.45,0.38,2013-03-05,2018-01-06
/games/boxart/full_6188669AmericaFrontccc.jpg,Ghostrunner,All,Action,505 Games,One More Level,,,,2.5,,,,,,2020-10-27,2021-05-31
/games/boxart/full_2224445AmericaFrontccc.jpg,Streets of Rage 4,All,Action,DotEmu,DotEmu,,,,2.5,,,,,,2020-04-30,2021-02-22
/games/boxart/full_382788AmericaFrontccc.jpg,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,Rockstar North,,9.8,,,2.49,1.84,,0.56,0.09,2003-10-31,
/games/boxart/full_saints-row-the-third_775AmericaFront.jpg,Saints Row: The Third,PS3,Action,THQ,Volition Inc.,,8.3,,,2.48,0.86,0.18,1.06,0.37,2011-11-15,
/games/boxart/3834326ccc.jpg,Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,Core Design Ltd.,,,,,2.48,1.15,0.06,1.14,0.13,1999-11-22,
/games/boxart/full_9921323AmericaFrontccc.jpg,Assassin's Creed Origins,XOne,Action,Ubisoft,Ubisoft Montreal,,,,,2.47,1.34,,0.92,0.22,2017-10-27,2018-01-10
/games/boxart/full_batman-arkham-city_659AmericaFront.jpg,Batman: Arkham City,PC,Action,Warner Bros. Interactive,Rocksteady Studios,,9.0,,2.47,,,,,,2011-11-22,
/games/boxart/full_1175839AmericaFrontccc.jpg,Dying Light,PS4,Action,Warner Bros. Interactive,Techland,8.0,,,,2.45,1.18,0.13,0.74,0.4,2015-01-27,2018-05-04
/games/boxart/full_6458923AmericaFrontccc.jpg,God of War Collection,PS3,Action,Sony Computer Entertainment,Bluepoint Games,9.0,9.2,,2.42,,,,,,2009-11-17,
/games/boxart/full_5867047AmericaFrontccc.jpg,Dino Crisis,PS,Action,Capcom,Capcom Production Studio 4,,8.9,,2.4,,,,,,1999-08-31,
/games/boxart/full_dead-island_121AmericaFront.jpg,Dead Island,X360,Action,Deep Silver,Techland,8.0,7.0,,,2.38,1.48,,0.7,0.21,2011-09-06,
/games/boxart/2974497ccc.jpg,The Incredibles,PS2,Action,THQ,Heavy Iron Studios,,5.9,,,2.37,0.96,0.04,1.08,0.3,2004-10-31,
/games/boxart/full_5760376AmericaFrontccc.jpg,Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,2.34,1.26,,0.87,0.21,2013-10-22,2018-12-01
/games/boxart/full_8164194AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,Ubisoft Montreal,,8.3,,,2.32,1.51,,0.59,0.22,2013-11-22,2018-03-14
/games/boxart/6725603ccc.jpg,Grand Theft Auto,PS,Action,Take-Two Interactive,DMA Design,,6.0,,,2.32,0.79,0.04,1.35,0.14,1998-06-30,
/games/boxart/full_mafia-ii_6AmericaFront.jpg,Mafia II,PC,Action,2K Games,Illusion Softworks,,7.6,,2.31,,,,,,2010-08-24,
/games/boxart/full_7482376AmericaFrontccc.jpg,LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,Traveller's Tales,,8.0,,,2.31,1.02,,0.93,0.36,2007-11-06,
/games/boxart/full_952077AmericaFrontccc.png,Devil May Cry 3,All,Action,Capcom,Capcom,,,,2.3,,,,,,2005-03-01,2020-10-10
/games/boxart/full_9190363AmericaFrontccc.jpg,Resident Evil 4,PS2,Action,Capcom,Capcom Production Studio 4,,9.6,9.3,2.3,,,,,,2005-10-25,
/games/boxart/full_dead-island_140AmericaFront.jpg,Dead Island,PS3,Action,Deep Silver,Techland,,6.7,,,2.29,1.08,0.15,0.74,0.32,2011-09-06,
/games/boxart/2421594ccc.jpg,Dynasty Warriors 4,PS2,Action,KOEI,Omega Force,,,,2.25,,,,,,2003-03-25,
/games/boxart/full_4543143AmericaFrontccc.jpg,Batman: Arkham Asylum,PC,Action,Eidos Interactive,Rocksteady Studios,,9.3,,2.24,,,,,,2009-09-15,
/games/boxart/3334844ccc.jpg,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,Ultra Games,Konami,,,,,2.23,1.74,0.21,0.25,0.03,1990-12-01,
/games/boxart/full_3503329AmericaFrontccc.jpg,Star Wars: The Force Unleashed,PS3,Action,LucasArts,LucasArts,,6.8,,,2.22,1.01,,0.86,0.35,2008-09-16,
/games/boxart/full_8688619AmericaFrontccc.jpg,Devil May Cry,PS2,Action,Capcom,Capcom,,9.1,9.3,2.16,,,,,,2001-10-16,
/games/boxart/full_8394432AmericaFrontccc.jpg,How to Survive 2,PC,Action,Unknown,EKO Software,,,,2.15,,,,,,,2019-02-02
/games/boxart/full_4428768AmericaFrontccc.jpg,Naruto to Boruto: Shinobi Striker,PS4,Action,Bandai Namco Games,Soleil Software Studio Inc.,,8.5,,2.13,,,,,,2018-08-31,2018-06-14
/games/boxart/4661250ccc.jpg,Finding Nemo,PS2,Action,THQ,Traveller's Tales,,,,,2.09,1.26,0.05,0.6,0.18,2003-05-09,
/games/boxart/full_9978864AmericaFrontccc.jpg,Metal Gear Solid: Peace Walker,PSP,Action,Konami,Kojima Productions,9.4,8.6,,,2.08,0.46,0.96,0.42,0.25,2010-06-08,
/games/boxart/full_7521046PALFrontccc.jpg,Dragon Ball: Xenoverse 2,XOne,Action,Namco Bandai Games,Dimps Corporation,,,,2.06,,,,,,2016-10-25,2018-03-03
/games/boxart/8299340ccc.jpg,The Incredibles,GBA,Action,THQ,Helixe,,5.4,,,2.06,1.15,0.04,0.77,0.1,2004-10-31,
/games/boxart/full_9681133AmericaFrontccc.jpg,Hitman: Absolution,PS3,Action,Square Enix,IO Interactive,,,,,2.06,0.59,0.07,1.08,0.32,2012-11-20,
/games/boxart/full_7914896AmericaFrontccc.jpg,Toy Story 3: The Video Game,DS,Action,Disney Interactive Studios,Avalanche Software,,,,,2.06,0.89,0.02,0.95,0.21,2010-06-15,
/games/boxart/full_7305262AmericaFrontccc.jpg,Tom Clancy's Splinter Cell: Conviction,X360,Action,Ubisoft,Ubisoft Montreal,8.8,8.6,,,2.06,1.2,0.04,0.62,0.19,2010-04-13,
/games/boxart/full_4998678AmericaFrontccc.jpg,Middle-Earth: Shadow of War,PS4,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,2.04,0.82,0.06,0.84,0.33,2017-10-10,2018-01-10
/games/boxart/9313458ccc.jpg,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,Ubisoft,Ubisoft Montpellier,,,,,2.04,0.71,,1.02,0.31,2005-11-21,
/games/boxart/full_4676535AmericaFrontccc.jpg,LEGO City Undercover: The Chase Begins,3DS,Action,Nintendo,TT Fusion,,6.2,,2.04,,,,,,2013-04-21,2018-01-05
/games/boxart/1287196ccc.jpg,Onimusha: Warlords,PS2,Action,Capcom,Flagship,,8.7,7.3,2.02,,,,,,2001-03-13,
/games/boxart/full_6039515AmericaFrontccc.jpg,Chivalry: Medieval Warfare,PC,Action,Media.Vision,Torn Banner Studios,,,,2.0,,,,,,2012-10-16,2018-05-01
/games/boxart/full_8916519AmericaFrontccc.jpg,Dead Island 2,All,Action,Deep Silver,Dambuster Studios,,,,2.0,,,,,,2023-04-21,2023-04-24
/games/boxart/full_6040064AmericaFrontccc.jpg,Fire Emblem Warriors,Series,Action,Nintendo,Omega Force,,,,2.0,,,,,,2017-10-20,2022-08-17
/games/boxart/full_8853325AmericaFrontccc.jpg,Ghostbusters,All,Action,Activision,Activision,,,,2.0,,,,,,1984-10-26,2023-08-11
/games/boxart/full_4161640AmericaFrontccc.png,Hulk,All,Action,Universal Interactive,Radical Entertainment,,,,2.0,,,,,,2003-05-28,2022-09-26
/games/boxart/full_9047235AmericaFrontccc.jpeg,Icey,All,Action,X.D. Network Inc.,FantaBlade Network,,,,2.0,,,,,,2016-11-17,2021-08-18
/games/boxart/full_7935372AmericaFrontccc.jpg,inFAMOUS,PS3,Action,Sony Computer Entertainment,Sucker Punch Productions,8.2,8.7,9.1,2.0,,,,,,2009-05-26,
/games/boxart/full_870841AmericaFrontccc.jpg,Persona 5 Strikers,All,Action,Sega,Omega Force,,,,2.0,,,,,,2021-02-23,2020-12-07
/games/boxart/full_4591202AmericaFrontccc.jpg,Resident Evil 4,Wii,Action,Capcom,Capcom Production Studio 4,9.0,9.2,9.7,2.0,,,,,,2007-06-19,2019-07-20
/games/boxart/full_8556259AmericaFrontccc.jpg,Saints Row,X360,Action,THQ,Volition Inc.,,8.0,,2.0,,,,,,2006-08-29,
/games/boxart/full_74297AmericaFrontccc.jpg,Sifu,All,Action,Sloclap,Sloclap,,,,2.0,,,,,,2022-02-08,2022-03-02
/games/boxart/full_2945750AmericaFrontccc.jpg,Warhammer: Vermintide 2,All,Action,Fatshark,Fatshark,,,,2.0,,,,,,2018-03-08,2021-01-21
/games/boxart/full_9753159AmericaFrontccc.jpg,Tenchu: Stealth Assassins,PS,Action,Activision,Acquire,,8.8,,,1.99,0.95,0.27,0.64,0.13,1998-08-31,
/games/boxart/full_9201038PALFrontccc.jpg,Resident Evil 6,X360,Action,Capcom,Capcom,,,,,1.97,1.12,0.07,0.61,0.16,2012-10-02,
/games/boxart/6239190ccc.jpg,E.T.: The Extra Terrestrial,2600,Action,Atari,Atari,,,,,1.97,1.84,,0.11,0.02,1982-01-01,
/games/boxart/full_2293744AmericaFrontccc.jpg,Dishonored 2,PS4,Action,Bethesda Softworks,Arkane Studios,,,,,1.97,0.62,0.01,1.02,0.31,2016-11-10,2018-04-25
/games/boxart/full_5761407AmericaFrontccc.jpg,Lego Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,1.96,0.77,0.01,0.85,0.32,2013-10-22,2018-12-01
/games/boxart/1223151ccc.jpg,Grand Theft Auto: San Andreas,XB,Action,Rockstar Games,Rockstar North,,9.2,,,1.95,1.26,,0.61,0.09,2005-06-07,
/games/boxart/full_6648091AmericaFrontccc.jpeg,Lego Marvel Super Heroes,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,8.5,,,,1.91,0.59,0.01,1.0,0.3,2013-11-15,2018-12-01
/games/boxart/full_6890376AmericaFrontccc.jpg,Tomb Raider (2013),X360,Action,Square Enix,Crystal Dynamics,,8.5,,,1.9,0.86,0.01,0.87,0.16,2013-03-05,2018-01-06
/games/boxart/full_infamous-2_615AmericaFront.jpg,inFAMOUS 2,PS3,Action,Sony Computer Entertainment,Sucker Punch Productions,8.9,8.1,,,1.87,1.05,0.08,0.48,0.26,2011-06-07,
/games/boxart/full_7230441AmericaFrontccc.jpg,Star Wars: The Force Unleashed,Wii,Action,LucasArts,Krome Studios,7.3,6.8,7.4,,1.86,1.11,0.0,0.56,0.19,2008-09-16,
/games/boxart/full_1522776AmericaFrontccc.jpg,Broforce,PC,Action,Devolver Digital,Free Lives Games,,,,1.86,,,,,,2014-04-07,
/games/boxart/full_308626AmericaFrontccc.jpg,The Evil Within,PS4,Action,Bethesda Softworks,Tango Gameworks,6.2,7.7,,,1.86,0.56,0.11,0.9,0.28,2014-10-14,2018-03-13
/games/boxart/full_4797939AmericaFrontccc.jpg,Phineas and Ferb,DS,Action,Disney Interactive Studios,Disney Interactive Studios,,,,,1.85,1.33,,0.37,0.15,2009-02-03,
/games/boxart/full_3896928AmericaFrontccc.jpg,Dragon Ball: Xenoverse 2,NS,Action,Namco Bandai Games,Dimps Corporation,,8.0,,1.82,,,,,,2017-09-22,2018-01-01
/games/boxart/full_alan-wake_126PALFront.jpg,Alan Wake,PC,Action,Remedy Entertainment,Remedy Entertainment,,,,1.8,,,,,,2012-02-16,2018-11-02
/games/boxart/full_3758864AmericaFrontccc.jpg,Dead Rising,X360,Action,Capcom,Capcom Production Studio 1,,8.4,,1.8,,,,,,2006-08-08,
/games/boxart/full_4166012AmericaFrontccc.jpg,Friday the 13th: The Game,All,Action,Gun Media,IllFonic,,,,1.8,,,,,,2017-05-26,2021-02-22
/games/boxart/full_9752282JapanFrontccc.jpg,Monster Hunter Double Cross,3DS,Action,Capcom,Capcom,,,,1.8,,,,,,2017-03-18,2018-01-05
/games/boxart/5328878ccc.jpg,Samurai Warriors,PS2,Action,KOEI,Omega Force,,,,1.79,,,,,,2004-05-06,
/games/boxart/full_lego-star-wars-iii-the-clone-wars_36AmericaFront.jpg,LEGO Star Wars III: The Clone Wars,Wii,Action,LucasArts,Traveller's Tales,,7.5,,,1.79,1.01,,0.62,0.15,2011-03-22,
/games/boxart/7611511ccc.jpg,SpongeBob SquarePants: SuperSponge,PS,Action,THQ,Climax Group,,,,,1.78,1.12,,0.58,0.08,2001-09-21,
/games/boxart/3647930ccc.jpg,The Getaway: Black Monday,PS2,Action,Sony Computer Entertainment,Team Soho,,,,,1.78,0.39,0.02,1.01,0.36,2005-01-11,
